Address,Lat,Long,Nearest MRT,Distance to MRT,Nearest Mall,Distance to Mall,Nearest Pri Sch,Within 1km of Pri
134 JLN BT MERAH,1.278831011,103.8277237,Tiong Bahru MRT,1058,Tiong Bahru Plaza,1174,Radin Mas Primary School,TRUE
80A TELOK BLANGAH ST 31,1.27368174,103.8065794,Labrador Park MRT,786,Anchorpoint,2647,Radin Mas Primary School,FALSE
27A JLN MEMBINA,1.282218691,103.8245363,Tiong Bahru MRT,644,Tiong Bahru Plaza,760,Zhangde Primary School,TRUE
75A REDHILL RD,1.288053157,103.8152771,Redhill MRT,309,Anchorpoint,1549,Alexandra Primary School,FALSE
77A REDHILL RD,1.288381067,103.8173911,Redhill MRT,199,Tiong Bahru Plaza,1400,Alexandra Primary School,TRUE
57 HAVELOCK RD,1.290138585,103.8284533,Tiong Bahru MRT,819,Valley Point,668,Alexandra Primary School,TRUE
48 LENGKOK BAHRU,1.287277396,103.8109636,Redhill MRT,850,Anchorpoint,1023,Alexandra Primary School,FALSE
35 JLN RUMAH TINGGI,1.287973009,103.8088393,Queenstown MRT,1376,Anchorpoint,711,Alexandra Primary School,FALSE
46 LENGKOK BAHRU,1.287077496,103.8127058,Redhill MRT,641,Anchorpoint,1232,Alexandra Primary School,FALSE
67 TELOK BLANGAH DR,1.274636589,103.8096328,Telok Blangah MRT,551,Anchorpoint,2655,Radin Mas Primary School,FALSE
87 ZION RD,1.290659806,103.8326083,Havelock MRT,322,Great World,487,River Valley Primary School,TRUE
1 DELTA AVE,1.292075251,103.8285841,Great World MRT,1016,Valley Point,491,Alexandra Primary School,TRUE
214 PETIR RD,1.374941101,103.7748564,Cashew MRT,1505,Bukit Panjang Plaza,1556,Bukit Panjang Primary School,TRUE
123 PENDING RD,1.377566635,103.7706606,Bukit Panjang MRT,1271,Bukit Panjang Plaza,977,Zhenghua Primary School,TRUE
249 BANGKIT RD,1.381002047,103.7740547,Bukit Panjang MRT,1735,Bukit Panjang Plaza,1467,Zhenghua Primary School,TRUE
458 SEGAR RD,1.388043942,103.7710676,Bukit Panjang MRT,1971,Bukit Panjang Plaza,1762,West Spring Primary School,TRUE
506 JELAPANG RD,1.387033455,103.7681207,Bukit Panjang MRT,1458,Bukit Panjang Plaza,1286,West Spring Primary School,TRUE
621 SENJA RD,1.386021061,103.7628543,Bukit Panjang MRT,947,Bukit Panjang Plaza,854,West Spring Primary School,TRUE
402 FAJAR RD,1.380312263,103.7680736,Bukit Panjang MRT,903,Bukit Panjang Plaza,635,Zhenghua Primary School,TRUE
419 FAJAR RD,1.383945101,103.7696137,Bukit Panjang MRT,1362,Bukit Panjang Plaza,1121,Zhenghua Primary School,TRUE
526 JELAPANG RD,1.385458629,103.7652187,Bukit Panjang MRT,1170,Bukit Panjang Plaza,998,West Spring Primary School,TRUE
623 SENJA RD,1.386256101,103.7622013,Bukit Panjang MRT,1006,Junction 10,1113,West Spring Primary School,TRUE
128 PENDING RD,1.375995112,103.7697662,Cashew MRT,1295,Bukit Panjang Plaza,870,Bukit Panjang Primary School,TRUE
204 PETIR RD,1.373175165,103.7748106,Cashew MRT,1446,Bukit Panjang Plaza,1538,Bukit Panjang Primary School,TRUE
473 SEGAR RD,1.388237313,103.7721445,Bukit Panjang MRT,1975,Bukit Panjang Plaza,1735,West Spring Primary School,TRUE
237 BT PANJANG RING RD,1.378567561,103.7706474,Bukit Panjang MRT,1213,Bukit Panjang Plaza,945,Zhenghua Primary School,TRUE
539 BT PANJANG RING RD,1.382941791,103.7632483,Bukit Panjang MRT,634,Bukit Panjang Plaza,476,Zhenghua Primary School,TRUE
516 JELAPANG RD,1.387351938,103.7670418,Bukit Panjang MRT,1436,Bukit Panjang Plaza,1276,West Spring Primary School,TRUE
217 PETIR RD,1.374908823,103.7735478,Cashew MRT,1331,Bukit Panjang Plaza,1408,Bukit Panjang Primary School,TRUE
218 PETIR RD,1.37446598,103.7736063,Cashew MRT,1305,Bukit Panjang Plaza,1387,Bukit Panjang Primary School,TRUE
517 JELAPANG RD,1.388036222,103.7667078,Bukit Panjang MRT,1395,Bukit Panjang Plaza,1249,West Spring Primary School,TRUE
652 SENJA LINK,1.387448623,103.7638472,Bukit Panjang MRT,1184,Bukit Panjang Plaza,1059,West Spring Primary School,TRUE
624 SENJA RD,1.386243403,103.7618376,Bukit Panjang MRT,1039,Junction 10,1103,West Spring Primary School,TRUE
629 SENJA RD,1.386528024,103.759279,Bukit Panjang MRT,1053,Junction 10,1062,West Spring Primary School,TRUE
455 SEGAR RD,1.387291051,103.7708221,Bukit Panjang MRT,1884,Bukit Panjang Plaza,1645,West Spring Primary School,TRUE
176 LOMPANG RD,1.379245299,103.7658816,Bukit Panjang MRT,640,Bukit Panjang Plaza,308,Zhenghua Primary School,TRUE
418 FAJAR RD,1.384319661,103.7688659,Bukit Panjang MRT,1349,Bukit Panjang Plaza,1120,Zhenghua Primary School,TRUE
484 SEGAR RD,1.38840059,103.7718822,Bukit Panjang MRT,1993,Bukit Panjang Plaza,1753,West Spring Primary School,TRUE
140 PETIR RD,1.375502991,103.7689524,Cashew MRT,1029,Bukit Panjang Plaza,899,Bukit Panjang Primary School,TRUE
152 GANGSA RD,1.375224695,103.7659225,Cashew MRT,1447,Hillion Mall,640,Bukit Panjang Primary School,TRUE
537 BT PANJANG RING RD,1.383721408,103.7631278,Bukit Panjang MRT,741,Bukit Panjang Plaza,583,West Spring Primary School,TRUE
401 FAJAR RD,1.380554321,103.7687304,Bukit Panjang MRT,995,Bukit Panjang Plaza,726,Zhenghua Primary School,TRUE
242 BT PANJANG RING RD,1.380072088,103.7718336,Bukit Panjang MRT,1398,Bukit Panjang Plaza,1130,Zhenghua Primary School,TRUE
613 BT PANJANG RING RD,1.384366729,103.7620462,Bukit Panjang MRT,731,Junction 10,838,West Spring Primary School,TRUE
654 SENJA RD,1.387846928,103.7642493,Bukit Panjang MRT,1258,Bukit Panjang Plaza,1133,West Spring Primary School,TRUE
536 JELAPANG RD,1.384221831,103.7637669,Bukit Panjang MRT,844,Bukit Panjang Plaza,672,West Spring Primary School,TRUE
154 GANGSA RD,1.374816801,103.7651093,Cashew MRT,1498,Hillion Mall,637,Bukit Panjang Primary School,TRUE
174 LOMPANG RD,1.380215441,103.7663022,Bukit Panjang MRT,664,Bukit Panjang Plaza,410,Zhenghua Primary School,TRUE
177 LOMPANG RD,1.380387125,103.7653546,Bukit Panjang MRT,571,Bukit Panjang Plaza,313,Zhenghua Primary School,TRUE
606 SENJA RD,1.381295747,103.7615713,Bukit Panjang MRT,366,Junction 10,473,Zhenghua Primary School,TRUE
650 SENJA LINK,1.38691071,103.7633102,Bukit Panjang MRT,1110,Bukit Panjang Plaza,985,West Spring Primary School,TRUE
228 PENDING RD,1.375346635,103.7709554,Cashew MRT,1190,Bukit Panjang Plaza,1031,Bukit Panjang Primary School,TRUE
151 PETIR RD,1.377129628,103.7661712,Bukit Panjang MRT,830,Bukit Panjang Plaza,507,Zhenghua Primary School,TRUE
4 TOH YI DR,1.338512067,103.7745698,Beauty World MRT,468,Kap Mall,808,Pei Hwa Presbyterian Primary School,TRUE
5 FARRER RD,1.31655991,103.8072881,Farrer Road MRT,143,Tanglin Mall,3318,Nanyang Primary School,TRUE
15 TOH YI DR,1.339310858,103.7720515,Beauty World MRT,587,Kap Mall,1061,Pei Hwa Presbyterian Primary School,TRUE
9 JLN KUKOH,1.287674258,103.8388579,Havelock MRT,1059,Robertson Walk,748,River Valley Primary School,TRUE
640 ROWELL RD,1.307435479,103.8547139,Jalan Besar MRT,378,City Square Mall,788,St. Joseph's Institution Junior,FALSE
264 WATERLOO ST,1.299009418,103.8522849,Bencoolen MRT,420,Bugis Junction,489,Tao Nan School,TRUE
32 NEW MKT RD,1.284858608,103.8425788,Chinatown MRT,222,Chinatown Point,300,River Valley Primary School,FALSE
5 TG PAGAR PLAZA,1.27624052,103.8430061,Tanjong Pagar MRT,599,100 AM,385,Zhangde Primary School,FALSE
271 QUEEN ST,1.300932673,103.853991,Bugis MRT,378,Bugis Junction,391,Tao Nan School,TRUE
232 BAIN ST,1.296853111,103.8533475,Bras Basah MRT,404,Chijmes,317,Tao Nan School,TRUE
1C CANTONMENT RD,1.277449094,103.8416667,Outram Park MRT,661,100 AM,530,Zhangde Primary School,FALSE
1F CANTONMENT RD,1.275986995,103.8411918,Outram Park MRT,802,100 AM,507,Radin Mas Primary School,FALSE
1B CANTONMENT RD,1.277799407,103.8414034,Outram Park MRT,608,100 AM,577,Zhangde Primary School,FALSE
111 TECK WHYE LANE,1.377879046,103.7521037,Bukit Panjang MRT,1180,Junction 10,1337,South View Primary School,TRUE
114 TECK WHYE LANE,1.378507992,103.7507074,Choa Chu Kang MRT,1344,Lot One,1273,South View Primary School,TRUE
460 CHOA CHU KANG AVE 4,1.377822649,103.7350124,Choa Chu Kang MRT,1480,Lot One,1526,Concord Primary School,TRUE
121 TECK WHYE LANE,1.378303571,103.7501081,Choa Chu Kang MRT,1270,Lot One,1224,South View Primary School,TRUE
404 CHOA CHU KANG AVE 3,1.380129649,103.7388888,Choa Chu Kang MRT,969,Lot One,1015,Concord Primary School,TRUE
692B CHOA CHU KANG CRES,1.40067816,103.7513772,Yew Tee MRT,831,YewTee Point,968,Kranji Primary School,TRUE
115 TECK WHYE LANE,1.37893678,103.7511824,Choa Chu Kang MRT,1333,Lot One,1237,South View Primary School,TRUE
422 CHOA CHU KANG AVE 4,1.382256818,103.7409574,Choa Chu Kang MRT,641,Lot One,673,Chua Chu Kang Primary School,TRUE
680 CHOA CHU KANG CRES,1.403336108,103.7451317,Yew Tee MRT,992,YewTee Point,1049,De La Salle School,TRUE
771 CHOA CHU KANG ST 54,1.394267658,103.7493193,Yew Tee MRT,763,YewTee Point,792,Kranji Primary School,TRUE
229 CHOA CHU KANG CTRL,1.380653749,103.7463673,Choa Chu Kang MRT,737,Lot One,702,South View Primary School,TRUE
237 CHOA CHU KANG CTRL,1.379447503,103.7482874,Choa Chu Kang MRT,1007,Lot One,972,South View Primary School,TRUE
157 JLN TECK WHYE,1.379187865,103.7567829,Bukit Panjang MRT,658,Junction 10,814,South View Primary School,FALSE
416 CHOA CHU KANG AVE 4,1.383340496,103.7420833,Choa Chu Kang MRT,411,Lot One,457,South View Primary School,TRUE
414 CHOA CHU KANG AVE 4,1.382166605,103.7422483,Choa Chu Kang MRT,556,Lot One,585,South View Primary School,TRUE
239 CHOA CHU KANG CTRL,1.379448772,103.7475484,Choa Chu Kang MRT,964,Lot One,929,South View Primary School,TRUE
423 CHOA CHU KANG AVE 4,1.382024147,103.7403107,Choa Chu Kang MRT,685,Lot One,731,Chua Chu Kang Primary School,TRUE
621 CHOA CHU KANG ST 62,1.399146409,103.7472052,Yew Tee MRT,298,YewTee Point,435,Kranji Primary School,TRUE
657 CHOA CHU KANG CRES,1.400445995,103.7498724,Yew Tee MRT,574,YewTee Point,711,Kranji Primary School,TRUE
418 CHOA CHU KANG AVE 4,1.382373003,103.7413523,Choa Chu Kang MRT,595,Lot One,624,Chua Chu Kang Primary School,TRUE
608 CHOA CHU KANG ST 62,1.398467599,103.7446458,Yew Tee MRT,370,YewTee Point,390,De La Salle School,TRUE
412 CHOA CHU KANG AVE 3,1.381809725,103.7423816,Choa Chu Kang MRT,570,Lot One,599,South View Primary School,TRUE
635 CHOA CHU KANG NTH 6,1.397370942,103.7496029,Yew Tee MRT,307,YewTee Point,444,Kranji Primary School,TRUE
353 CHOA CHU KANG CTRL,1.382137071,103.7433975,Choa Chu Kang MRT,497,Lot One,501,South View Primary School,TRUE
453 CHOA CHU KANG AVE 4,1.379978028,103.734906,Choa Chu Kang MRT,1437,Lot One,1483,Concord Primary School,TRUE
689A CHOA CHU KANG DR,1.402989014,103.7503201,Yew Tee MRT,825,YewTee Point,962,Kranji Primary School,FALSE
692A CHOA CHU KANG CRES,1.400209214,103.7512714,Yew Tee MRT,795,YewTee Point,932,Kranji Primary School,TRUE
689B CHOA CHU KANG DR,1.403134828,103.7497931,Yew Tee MRT,763,YewTee Point,900,Kranji Primary School,FALSE
760 CHOA CHU KANG NTH 5,1.393027127,103.7472725,Yew Tee MRT,644,YewTee Point,642,Kranji Primary School,TRUE
544 CHOA CHU KANG ST 52,1.393717376,103.7437625,Yew Tee MRT,748,YewTee Point,610,De La Salle School,TRUE
690A CHOA CHU KANG CRES,1.402776276,103.7515399,Yew Tee MRT,978,YewTee Point,1115,Kranji Primary School,FALSE
474 CHOA CHU KANG AVE 3,1.378569314,103.7384757,Choa Chu Kang MRT,1202,Lot One,1176,Concord Primary School,TRUE
248 CHOA CHU KANG AVE 2,1.379004596,103.745926,Choa Chu Kang MRT,959,Lot One,924,South View Primary School,TRUE
626 CHOA CHU KANG ST 62,1.398320829,103.7458781,Yew Tee MRT,235,YewTee Point,261,De La Salle School,TRUE
789 CHOA CHU KANG NTH 6,1.39587445,103.7491625,Yew Tee MRT,378,YewTee Point,376,Kranji Primary School,TRUE
671 CHOA CHU KANG CRES,1.402555018,103.7480217,Yew Tee MRT,700,YewTee Point,836,Kranji Primary School,FALSE
296B CHOA CHU KANG AVE 2,1.376847726,103.741509,Choa Chu Kang MRT,1335,Lot One,1300,Chua Chu Kang Primary School,TRUE
604 CHOA CHU KANG ST 62,1.39817542,103.744674,Yew Tee MRT,360,YewTee Point,380,De La Salle School,TRUE
663 CHOA CHU KANG CRES,1.401984751,103.7507884,Yew Tee MRT,752,YewTee Point,889,Kranji Primary School,FALSE
101 TECK WHYE LANE,1.377889646,103.7542399,Bukit Panjang MRT,957,Junction 10,1113,South View Primary School,TRUE
715 CLEMENTI WEST ST 2,1.303153603,103.7619437,Clementi MRT,1838,West Coast Plaza,798,Qifa Primary School,FALSE
702 WEST COAST RD,1.307266926,103.7611077,Clementi MRT,1520,West Coast Plaza,827,Qifa Primary School,TRUE
607 CLEMENTI WEST ST 1,1.304235925,103.7678534,Clementi MRT,1784,West Coast Plaza,286,Qifa Primary School,FALSE
374 CLEMENTI AVE 4,1.319126186,103.7669837,Clementi MRT,670,The Clementi Mall,726,Nan Hua Primary School,TRUE
346 CLEMENTI AVE 5,1.317016551,103.7700552,Clementi MRT,855,The Clementi Mall,912,Nan Hua Primary School,FALSE
109 CLEMENTI ST 11,1.321980677,103.7707761,Clementi MRT,1488,The Clementi Mall,1545,Nan Hua Primary School,FALSE
339 CLEMENTI AVE 5,1.319663167,103.7691398,Clementi MRT,943,The Clementi Mall,1000,Nan Hua Primary School,TRUE
351 CLEMENTI AVE 2,1.31535007,103.7708614,Clementi MRT,1056,The Clementi Mall,1113,Nan Hua Primary School,FALSE
334 CLEMENTI AVE 2,1.315185027,103.7684327,Clementi MRT,485,The Clementi Mall,542,Nan Hua Primary School,TRUE
305 CLEMENTI AVE 4,1.322061089,103.766014,Clementi MRT,1066,The Clementi Mall,1131,Nan Hua Primary School,TRUE
364 CLEMENTI AVE 2,1.312406419,103.7687523,Clementi MRT,638,The Clementi Mall,706,Nan Hua Primary School,FALSE
371 CLEMENTI AVE 4,1.320574657,103.7682119,Clementi MRT,882,The Clementi Mall,939,Nan Hua Primary School,TRUE
449 CLEMENTI AVE 3,1.313615679,103.76481,Clementi MRT,203,The Clementi Mall,203,Nan Hua Primary School,TRUE
418 CLEMENTI AVE 1,1.310175719,103.7700032,Clementi MRT,1035,The Clementi Mall,1103,Nan Hua Primary School,FALSE
730 CLEMENTI WEST ST 2,1.304777153,103.763122,Clementi MRT,1597,West Coast Plaza,462,Qifa Primary School,FALSE
716 CLEMENTI WEST ST 2,1.302409531,103.7628048,Clementi MRT,1908,West Coast Plaza,602,Qifa Primary School,FALSE
709 CLEMENTI WEST ST 2,1.305330462,103.7620036,Clementi MRT,1641,West Coast Plaza,760,Qifa Primary School,FALSE
611 CLEMENTI WEST ST 1,1.303697399,103.7694769,Dover MRT,1936,West Coast Plaza,556,Qifa Primary School,FALSE
348 CLEMENTI AVE 5,1.316777163,103.7708971,Clementi MRT,873,The Clementi Mall,929,Nan Hua Primary School,FALSE
411 C'WEALTH AVE WEST,1.310879202,103.7695726,Clementi MRT,819,The Clementi Mall,887,Nan Hua Primary School,FALSE
324 CLEMENTI AVE 5,1.315135091,103.7660545,Clementi MRT,240,The Clementi Mall,296,Nan Hua Primary School,TRUE
307 CLEMENTI AVE 4,1.321415897,103.7671055,Clementi MRT,902,The Clementi Mall,966,Nan Hua Primary School,TRUE
461 CLEMENTI AVE 3,1.311099155,103.7663995,Clementi MRT,602,The Clementi Mall,641,Nan Hua Primary School,FALSE
723 CLEMENTI WEST ST 2,1.30310124,103.7634131,Clementi MRT,1819,West Coast Plaza,534,Qifa Primary School,FALSE
724 CLEMENTI WEST ST 2,1.30360871,103.7633591,Clementi MRT,1778,West Coast Plaza,547,Qifa Primary School,FALSE
46 CIRCUIT RD,1.326154695,103.886047,Mattar MRT,615,Paya Lebar Square,1685,Geylang Methodist School (Primary),TRUE
43 CIRCUIT RD,1.326482283,103.8855449,Mattar MRT,494,Paya Lebar Square,1816,Geylang Methodist School (Primary),FALSE
30 BALAM RD,1.329654615,103.8871836,MacPherson MRT,680,Paya Lebar Square,1905,Geylang Methodist School (Primary),FALSE
21 BALAM RD,1.331197214,103.8869767,Tai Seng MRT,744,Paya Lebar Square,2107,Maris Stella High School,FALSE
22 BALAM RD,1.330166195,103.8877853,MacPherson MRT,712,Paya Lebar Square,1937,Geylang Methodist School (Primary),FALSE
47 CIRCUIT RD,1.325775271,103.8857036,Mattar MRT,568,Paya Lebar Square,1668,Geylang Methodist School (Primary),TRUE
67 CIRCUIT RD,1.325848576,103.8879265,MacPherson MRT,439,Paya Lebar Square,1447,Geylang Methodist School (Primary),FALSE
82 MACPHERSON LANE,1.332283325,103.8856201,Tai Seng MRT,627,Paya Lebar Square,2288,Maris Stella High School,FALSE
37 CIRCUIT RD,1.328177334,103.8864864,Mattar MRT,625,Paya Lebar Square,1768,Geylang Methodist School (Primary),FALSE
24 BALAM RD,1.33018852,103.8875087,MacPherson MRT,762,Paya Lebar Square,1986,Geylang Methodist School (Primary),FALSE
65 CIRCUIT RD,1.32740031,103.8872036,MacPherson MRT,424,Paya Lebar Square,1641,Geylang Methodist School (Primary),FALSE
49 CIRCUIT RD,1.325132403,103.8856108,Mattar MRT,583,Paya Lebar Square,1641,Geylang Methodist School (Primary),TRUE
24 EUNOS CRES,1.323779951,103.9023304,Eunos MRT,588,Singpost Centre,1586,Maha Bodhi School,TRUE
302 UBI AVE 1,1.33002587,103.9009954,Ubi MRT,262,Singpost Centre,2616,Maha Bodhi School,TRUE
4 HAIG RD,1.312101244,103.8971871,Paya Lebar MRT,999,Kinex,629,Tanjong Katong Primary School,TRUE
95 OLD AIRPORT RD,1.308404778,103.8873475,Dakota MRT,259,Kinex,1376,Kong Hwa School,TRUE
36 CIRCUIT RD,1.329026079,103.8869308,MacPherson MRT,560,Paya Lebar Square,1785,Geylang Methodist School (Primary),FALSE
10 HAIG RD,1.314839502,103.8958652,Paya Lebar MRT,682,Kinex,382,Kong Hwa School,TRUE
128 GEYLANG EAST AVE 1,1.318309195,103.887754,Paya Lebar MRT,709,Paya Lebar Square,892,Geylang Methodist School (Primary),TRUE
33 EUNOS CRES,1.320183255,103.9008049,Eunos MRT,363,Singpost Centre,1135,Maha Bodhi School,TRUE
344 UBI AVE 1,1.326359384,103.8997531,Ubi MRT,596,Singpost Centre,2156,Maha Bodhi School,TRUE
40 SIMS DR,1.31747603,103.8763541,Geylang Bahru MRT,1294,Aperia Mall,2111,Geylang Methodist School (Primary),TRUE
54 PIPIT RD,1.32385645,103.8875854,MacPherson MRT,622,Paya Lebar Square,1302,Geylang Methodist School (Primary),TRUE
42 SIMS DR,1.317000196,103.8759946,Geylang Bahru MRT,1205,Aperia Mall,2023,Geylang Methodist School (Primary),TRUE
42 CIRCUIT RD,1.32684924,103.8862935,Mattar MRT,565,Paya Lebar Square,1754,Geylang Methodist School (Primary),FALSE
120 GEYLANG EAST CTRL,1.318211531,103.8847523,Aljunied MRT,578,Paya Lebar Square,1207,Geylang Methodist School (Primary),TRUE
5 HAIG RD,1.312589174,103.8965912,Paya Lebar MRT,901,Kinex,531,Tanjong Katong Primary School,TRUE
134 GEYLANG EAST AVE 1,1.315993889,103.886009,Aljunied MRT,571,Paya Lebar Quarter,850,Geylang Methodist School (Primary),TRUE
411 EUNOS RD 5,1.318594196,103.8996802,Eunos MRT,542,Singpost Centre,856,Maha Bodhi School,FALSE
30 CASSIA CRES,1.309443155,103.8833363,Mountbatten MRT,557,Paya Lebar Quarter,1603,Kong Hwa School,TRUE
986A BUANGKOK CRES,1.381916946,103.8798037,Buangkok MRT,2062,Hougang 1,1020,Hougang Primary School,TRUE
22 HOUGANG AVE 3,1.364285424,103.8904679,Hougang MRT,1009,Heartland Mall Kovan,1012,Holy Innocents' Primary School,TRUE
644 HOUGANG AVE 8,1.371437365,103.8812611,Hougang MRT,1574,Hougang 1,820,Xinmin Primary School,TRUE
24 HOUGANG AVE 3,1.365512261,103.8920855,Hougang MRT,810,Hougang Mall,1177,Holy Innocents' Primary School,TRUE
108 HOUGANG AVE 1,1.352773933,103.8900932,Kovan MRT,1481,Heartland Mall Kovan,1279,Methodist Girls' School (Primary),TRUE
619 HOUGANG AVE 8,1.369847708,103.8837012,Hougang MRT,1315,Hougang 1,1134,Xinmin Primary School,TRUE
623 HOUGANG AVE 8,1.370513873,103.8823235,Hougang MRT,1443,Hougang 1,1021,Xinmin Primary School,TRUE
311 HOUGANG AVE 5,1.365667331,103.8948537,Hougang MRT,911,Hougang Mall,1129,Holy Innocents' Primary School,TRUE
501 HOUGANG AVE 8,1.372052696,103.8865314,Hougang MRT,908,Hougang Mall,1018,Xinmin Primary School,TRUE
698 HOUGANG ST 61,1.37506139,103.8869105,Hougang MRT,1248,Hougang Mall,1243,Xinmin Primary School,TRUE
307 HOUGANG AVE 5,1.366659994,103.8950097,Hougang MRT,834,Hougang Mall,978,Holy Innocents' Primary School,TRUE
21 HOUGANG AVE 3,1.364245984,103.8914777,Hougang MRT,1016,Heartland Mall Kovan,1124,Holy Innocents' Primary School,TRUE
322 HOUGANG AVE 5,1.367098554,103.8969787,Hougang MRT,901,Hougang Mall,938,Holy Innocents' Primary School,TRUE
308 HOUGANG AVE 5,1.366809108,103.895756,Hougang MRT,892,Hougang Mall,978,Holy Innocents' Primary School,TRUE
154 HOUGANG ST 11,1.352202953,103.8801732,Serangoon MRT,1138,NEX,1223,Methodist Girls' School (Primary),TRUE
339 HOUGANG AVE 7,1.370025457,103.8985723,Hougang MRT,1143,Hougang Mall,1013,CHIJ Our Lady of the Nativity,TRUE
681 HOUGANG AVE 8,1.372978403,103.8856792,Hougang MRT,1050,Hougang 1,947,Xinmin Primary School,TRUE
314 HOUGANG AVE 5,1.364764652,103.8942188,Hougang MRT,1039,Hougang Mall,1299,Holy Innocents' Primary School,TRUE
336 HOUGANG AVE 7,1.36930321,103.8983512,Hougang MRT,1053,Hougang Mall,923,CHIJ Our Lady of the Nativity,TRUE
321 HOUGANG AVE 5,1.367101312,103.898278,Hougang MRT,1090,Hougang Mall,1114,Holy Innocents' Primary School,TRUE
602 HOUGANG AVE 4,1.371232979,103.886918,Hougang MRT,840,Hougang Mall,1010,Xinmin Primary School,TRUE
709 HOUGANG AVE 2,1.367061427,103.8880773,Hougang MRT,900,Hougang Mall,1370,Holy Innocents' Primary School,TRUE
674 HOUGANG AVE 8,1.372172878,103.8846458,Hougang MRT,1143,Hougang 1,889,Xinmin Primary School,TRUE
165 HOUGANG AVE 1,1.350254259,103.8877953,Kovan MRT,1683,Heartland Mall Kovan,1525,Methodist Girls' School (Primary),TRUE
332 HOUGANG AVE 5,1.368405832,103.8978204,Hougang MRT,973,Hougang Mall,910,Holy Innocents' Primary School,TRUE
135 LOR AH SOO,1.349758254,103.8868101,Bartley MRT,1894,Heartland Mall Kovan,1626,Methodist Girls' School (Primary),TRUE
419 HOUGANG AVE 8,1.376128653,103.8948313,Hougang MRT,1111,Hougang Mall,535,Punggol Primary School,TRUE
938 HOUGANG ST 92,1.37428772,103.8796786,Hougang MRT,1925,Hougang 1,240,Hougang Primary School,TRUE
435 HOUGANG AVE 8,1.377528001,103.8936032,Buangkok MRT,803,Hougang Mall,751,Punggol Primary School,TRUE
699B HOUGANG ST 52,1.376702901,103.888277,Hougang MRT,1440,Hougang Mall,1247,Punggol Primary School,TRUE
155 HOUGANG ST 11,1.352653389,103.8802927,Serangoon MRT,1148,NEX,1233,Methodist Girls' School (Primary),TRUE
445 HOUGANG AVE 8,1.379118191,103.8942909,Buangkok MRT,694,Hougang Mall,962,Punggol Primary School,TRUE
617 HOUGANG AVE 8,1.369297892,103.8838268,Hougang MRT,1279,Hougang 1,1264,Xinmin Primary School,TRUE
411 HOUGANG AVE 10,1.374094139,103.8953126,Hougang MRT,931,Hougang Mall,301,CHIJ Our Lady of the Nativity,TRUE
448 HOUGANG AVE 10,1.379115141,103.8951191,Buangkok MRT,792,Hougang Mall,942,Punggol Primary School,TRUE
142 LOR AH SOO,1.35302664,103.8828876,Kovan MRT,1111,Heartland Mall Kovan,1151,Methodist Girls' School (Primary),TRUE
557 HOUGANG ST 51,1.37994979,103.8904387,Buangkok MRT,744,Hougang Mall,1258,Punggol Primary School,TRUE
465 UPP SERANGOON RD,1.371907883,103.8970129,Hougang MRT,902,Hougang Mall,620,CHIJ Our Lady of the Nativity,TRUE
